Vin,Make_Type,Reg_Class,Body,Segment,Make,Model,Trim,Odometer,sprice,Year,BuyHere,Seller,seller_address,Seller_City,Seller_State,Seller_Zip,Pump,Owner_City,Owner_State,Owner_Zip,Newused,data_yrmon,state_data,LienHolder,Fleet,fuel_type_txt,Lease,Alternative_Fuel,DealerType,Type,countynum,county_name
5FNRL5H66FB109822,Import,Car,VN,MINIVAN,Honda,Odyssey,EX-L,81730,20500,2015,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76708,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1C4RJEAGXKC832993,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Grand Cherokee,Laredo,45829,30953,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76708,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1G1ZH5SX9HF154330,Domestic,Car,4D,MID-SIZED,Chevrolet,Malibu,Premier,83155,21999,2017,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76708,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1GCRCSE01DZ136755,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,92976,21850,2013,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1G1JA5SH5C4197853,Domestic,Car,4D,COMPACT,Chevrolet,Sonic,LS,94694,8238,2012,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76708,Used,202201,TX,CREDIT ACCEPTANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
1GYFZCR42KF198971,Domestic,Car,SW,COMPACT SPORT-UTILITY,Cadillac,XT4,Premium Luxury,10163,39885,2019,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
4T1B61HK8JU504109,Import,Car,4D,MID-SIZED,Toyota,Camry,XSE,75385,24873,2018,,Mike Terry Chevrolet Buick GMC,1100 E. Milam St,Mexia,TX,76667,P156155,Waco,TX,76708,Used,202201,TX,BANK OF AMERICA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
WP0CB2A93MS249001,Import,Car,CV,SPORTY,Porsche,911,Carrera S,2195,159995,2021,,Porsche Plano,5924 W Plano Pkwy,Plano,TX,75093,P119551,Waco,TX,76708,Used,202201,TX,US BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FT7W2BT1KEE73377,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,King Ranch,56169,67990,2019,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,Waco,TX,76708,Used,202201,TX,FORD MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
1FT8W2BT3LEE44128,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,King Ranch,27358,74775,2020,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,Waco,TX,76708,Used,202201,TX,US BANK,,,,Gas,Local Dealer,Franchise,,McLennan
JF2GTANC9KH322270,Import,Car,SW,COMPACT SPORT-UTILITY,Subaru,Crosstrek,2.0i Limited,29384,23340,2019,,Unidentified Seller,,,,,,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2G1FK3DJ6B9200326,Domestic,Car,CV,SPORTY,Chevrolet,Camaro,SS,164807,0,2011,,Unidentified Seller,,,,,,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FMCU0DG2CKB20119,Domestic,Truck,UT,SMALL SPORT UTILITY,Ford,Escape,XLT,152029,8795,2012,,Byrider Waco,4824 W Waco Dr,Waco,TX,76710,P117280,Waco,TX,76708,Used,202201,TX,CAR NOW ACCEPTANCE CORP,,,,Gas,Local Dealer,Independent,,McLennan
3C4PDCABXDT577390,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Dodge,Journey,SE,146387,15779,2013,,Byrider Waco,4824 W Waco Dr,Waco,TX,76710,P117280,Waco,TX,76708,Used,202201,TX,CAR NOW ACCEPTANCE CORP,,,,Gas,Local Dealer,Independent,,McLennan
2G1WB5E37F1140928,Domestic,Car,4D,LARGE,Chevrolet,Impala Limited,LT Fleet,107391,14428,2015,,Byrider Waco,4824 W Waco Dr,Waco,TX,76710,P117280,Waco,TX,76708,Used,202201,TX,CAR NOW ACCEPTANCE CORP,,,,Gas,Local Dealer,Independent,,McLennan
KMHGC46F29U058198,Import,Car,4D,LUXURY,Hyundai,Genesis,4.6L V8,EXEMPT,16195,2009,,Byrider Waco,4824 W Waco Dr,Waco,TX,76710,P117280,Waco,TX,76708,Used,202201,TX,CAR NOW ACCEPTANCE CORP,,,,Gas,Local Dealer,Independent,,McLennan
1C3CCCAB8FN718403,Domestic,Car,4D,MID-SIZED,Chrysler,200,Limited,136697,16227,2015,,Byrider Waco,4824 W Waco Dr,Waco,TX,76710,P117280,Waco,TX,76708,Used,202201,TX,CAR NOW ACCEPTANCE CORP,,,,Gas,Local Dealer,Independent,,McLennan
WA1FVBF14LD008388,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Audi,Q8,quattro Prestige 55 TFSI,24525,85621,2020,,Audi South Austin,4738 S IH 35 Frontage Rd,Austin,TX,78745,P131971,Waco,TX,76708,Used,202201,TX,AMERICAN CREDIT ACCEPTANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1J4GL48K35W597940,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Liberty,Sport,EXEMPT,5995,2005,,Mac Haik PreOwned Killeen,5601 E Central Texas Expy,Killeen,TX,76543,P113286,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
WAUKMAF4XJA228657,Import,Car,4D,LUXURY,Audi,A4,2.0T ultra Premium,29750,33738,2018,,Platinum Ford,1608 W Moore Ave,Terrell,TX,75160,P147376,Waco,TX,76708,Used,202201,TX,MEMBERS CHOICE CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
JM1BPBDMXK1121418,Import,Car,4D,COMPACT,Mazda,Mazda3 Sedan,Preferred,15912,24994,2019,,Douglass Mazda Volkswagen,3100 Briarcrest Dr,Bryan,TX,77802,P157287,Waco,TX,76708,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GCHK29124E210144,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 2500HD,Work Truck,EXEMPT,3000,2004,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
JHLRD78814C007075,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,EX,EXEMPT,2000,2004,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
5TFEV54188X053300,Import,Truck,PU,FULL-SIZED PICKUP,Toyota,Tundra,SR5,EXEMPT,7000,2008,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
2GCEC19R3V1272493,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,C/K 1500 Series,C1500 Silverado,EXEMPT,1000,1997,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1D7HA18D84S744703,Domestic,Truck,PU,FULL-SIZED PICKUP,Dodge,Ram 1500,ST,EXEMPT,1500,2004,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GAHG39U241219718,Domestic,Car,VN,MINIVAN,Chevrolet,Express,3500,EXEMPT,1800,2004,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1J4GK48K95W505247,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Liberty,Sport,EXEMPT,3118,2005,,Freedom Auto Sales,402 N Lacy Dr,Waco,TX,76705,145570,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1A8HW58248F122284,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chrysler,Aspen,Limited,EXEMPT,5500,2008,,Freedom Auto Sales,1707 E Main St,Gatesville,TX,76528,P9384,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
1GNEC13T65R229303,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Tahoe,LS,EXEMPT,4063,2005,,Freedom Auto Sales,402 N Lacy Dr,Waco,TX,76705,145570,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1FTEW1CP7JFA30923,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,Lariat,92072,28892,2018,,Dick Scott Ford,401 N Sherman St,Mexia,TX,76667,P4991,Waco,TX,76708,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3GCUKSEC3FG488049,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LTZ,61909,31215,2015,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76708,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1FTRX17L32NA28616,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,Lariat,EXEMPT,1500,2002,,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
WDBTJ75J43F019400,Import,Car,CP,SUBCOMPACT,Mercedes-Benz,CLK,CLK 500,EXEMPT,0,2003,,Family Fine Cars Trucks,2524 Franklin Ave,Waco,TX,76710,P142774,Waco,TX,76708,Used,202201,TX,FAMILY FINE CARS TRUCKS & SUVS,,,,Gas,Local Dealer,Independent,,McLennan
WDDGF8ABXEG230113,Import,Car,4D,LUXURY,Mercedes-Benz,C-Class,C 300 Luxury 4MATIC,172889,0,2014,,Family Fine Cars Trucks,2524 Franklin Ave,Waco,TX,76710,P142774,Waco,TX,76708,Used,202201,TX,FAMILY FINE CARS TRUCKS & SUVS,,,,Gas,Local Dealer,Independent,,McLennan
JM1GJ1W69E1115596,Import,Car,4D,MID-SIZED,Mazda,Mazda6,i Grand Touring,75190,15255,2014,,Mark Holcomb Auto Group,5801 Bosque Blvd,Waco,TX,76710,P52620,Waco,TX,76708,Used,202201,TX,MEMBERS CHOICE CU,,,,Gas,Local Dealer,Independent,,McLennan
1C4PJLDS4FW566127,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Cherokee,Limited,106823,15623,2015,,Mark Holcomb Auto Group,5801 Bosque Blvd,Waco,TX,76710,P52620,Waco,TX,76708,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Independent,,McLennan
SAJWA2G71G8V94133,Import,Car,4D,LUXURY,Jaguar,XJL,Portfolio,105592,26999,2016,,European Automotive Center,11554 E Northwest Hwy,Dallas,TX,75218,P152477,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
2GCEC13C471507670,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,Work Truck,EXEMPT,0,2007,Yes,Sign & Drive Auto Sales,2124 Franklin Ave,Waco,TX,76701,P116086,Waco,TX,76708,Used,202201,TX,SIGN & DRIVE AUTO SALES,,,,Gas,Local Dealer,Independent,,McLennan
1GTSKVE37AZ215858,Domestic,Truck,PU,FULL-SIZED PICKUP,GMC,Sierra 1500,SLE,EXEMPT,0,2010,Yes,Sign & Drive Auto Sales,2124 Franklin Ave,Waco,TX,76701,P116086,Waco,TX,76708,Used,202201,TX,SIGN & DRIVE AUTO SALES,,,,Gas,Local Dealer,Independent,,McLennan
2HGFG12866H539646,Import,Car,CP,SUBCOMPACT,Honda,Civic,EX,EXEMPT,3981,2006,,Granger Auto Sales,104 E Ward Ave,Waco,TX,76706,P136667,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1FM5K7D80DGB14078,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,XLT,109030,15000,2013,,Granger Auto Sales,104 E Ward Ave,Waco,TX,76706,P136667,Waco,TX,76708,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Local Dealer,Independent,,McLennan
1G11B5SL2EF211605,Domestic,Car,4D,MID-SIZED,Chevrolet,Malibu,LS,101203,7995,2014,,Parkland Auto,700 E Division St,Arlington,TX,76140,220,Waco,TX,76708,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Pump-In Dealer,Independent,,McLennan
1G1ZA5EU7BF159538,Domestic,Car,4D,MID-SIZED,Chevrolet,Malibu,LS Fleet,251285,1500,2011,Yes,Silva Auto Sales,1429 Webster Ave,Waco,TX,76706,P40035,Waco,TX,76708,Used,202201,TX,SILVA AUTO SALES,,,,Gas,Local Dealer,Independent,,McLennan
WDDNG77X68A172624,Import,Car,4D,SPORTY,Mercedes-Benz,S-Class,S 63 AMG,EXEMPT,17094,2008,,R & S Cars,3112 E Abram St,Arlington,TX,76010,P152855,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
55SWF4JB3HU195958,Import,Car,4D,LUXURY,Mercedes-Benz,C-Class,C 300,70716,23232,2017,,Better Motors,12112 Boardwalk Dr,Austin,TX,78729,P159908,Waco,TX,76708,Used,202201,TX,LINKAGE CU,,,,Gas,Pump-In Dealer,Independent,,McLennan
4T1BF3EK7AU080843,Import,Car,4D,MID-SIZED,Toyota,Camry,Base,EXEMPT,7995,2010,,Northcrest Auto 2,120 New Dallas Hwy,Waco,TX,76705,P157483,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GNDT13SX52285952,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,TrailBlazer,LS,EXEMPT,3508,2005,,Woodway Car Center,9900 Woodway Dr,Woodway,TX,76712,P154752,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
WBAFU7C51CDU59532,Import,Car,4D,LUXURY,BMW,5 Series,535i xDrive,96594,15300,2012,,Woodway Car Center,9900 Woodway Dr,Woodway,TX,76712,P154752,Waco,TX,76708,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Independent,,McLennan
3VV4B7AX3LM135654,Import,Truck,UT,COMPACT SPORT-UTILITY,Volkswagen,Tiguan,SEL Premium R-Line 4Motion,18186,43761,2020,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Waco,TX,76708,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1J4GZ78SXRC295889,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Grand Cherokee,Limited,EXEMPT,300,1994,,ATC Auto,303 S 25th St,Temple,TX,76501,P50504,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
1GTHK29617E526523,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,GMC,Sierra 2500HD,Work Truck,EXEMPT,2000,2007,,Carplex,3305 Bellmead Dr,Waco,TX,76705,P142682,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1G8ZS57B18F239730,Domestic,Car,4D,SUBCOMPACT,Saturn,Aura,XE,EXEMPT,0,2008,,Carplex,3305 Bellmead Dr,Waco,TX,76705,P142682,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
1C4RJEAGXDC637172,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Grand Cherokee,Laredo,144313,8500,2013,,TA Auto Brokers,401 S. Forest Crest,Garland,TX,75042,P121438,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Pump-In Dealer,Independent,,McLennan
2FMDK3AK2DBA58253,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Edge,Sport,138211,0,2013,,A & N Morales Auto Sales,3401 Bosque Blvd,Waco,TX,76710,P148906,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
JTDKN3DU2E1791397,Import,Car,4D,MID-SIZED,Toyota,Prius,One,124700,11950,2014,,Awesome Cars,10302 N Lamar Blvd,Austin,TX,78753,P127609,Waco,TX,76708,Used,202201,TX,,,,,Hybrid,Pump-In Dealer,Independent,,McLennan
1N6AA07A04N504778,Import,Truck,PU,FULL-SIZED PICKUP,Nissan,Titan,XE,EXEMPT,3133,2004,,Bear Country Auto Sales,14401 N Interstate 35 Frontage Rd,Elm Mott,TX,76640,P136852,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
2C3CDXBG7CH295784,Domestic,Car,4D,SPORTY,Dodge,Charger,SE,139169,0,2012,,ZNM Motors,2648 Brenner Dr,Dallas,TX,75220,P132330,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
JTDKB20UX77620003,Import,Car,4D,SUBCOMPACT,Toyota,Prius,Base,EXEMPT,800,2007,,Clark Auction,8896 North Hwy 6,Crawford,TX,76638,P125609,Waco,TX,76708,Used,202201,TX,,,,,Hybrid,Local Dealer,Independent,,McLennan
1FMJU1H53DEF42664,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Expedition,King Ranch,158670,0,2013,,A 1 Auto Sales,2000 Barnard Ave,Waco,TX,76701,P120968,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
1C6RD6GT8CS333819,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,SLT,185960,0,2012,,A 1 Auto Sales,2000 Barnard Ave,Waco,TX,76701,P120968,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
WAUEFAFL2EA126225,Import,Car,4D,LUXURY,Audi,A4,2.0T Premium Plus,98174,15250,2014,,Euro Car Tech,1850 Park Springs Circle,Arlington,TX,76013,P156803,Waco,TX,76708,Used,202201,TX,NAVY CU,,,,Gas,Pump-In Dealer,Independent,,McLennan
1GNFC23039R302052,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Tahoe,LT,EXEMPT,10500,2009,,Darr Auto Sales,2118 Franklin Ave,Waco,TX,76705,P122500,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1J8HG48K38C135469,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Commander,Sport,EXEMPT,3980,2008,,Watkins Auto Sales,2324 Hallsburg Rd,Waco,TX,76705,P112694,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
WBABK7333XET67633,Import,Car,CP,SUBCOMPACT,BMW,3 Series,328i,EXEMPT,952,1999,,Unidentified Seller,,,,,,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2C3CDXCT6FH851955,Domestic,Car,4D,SPORTY,Dodge,Charger,R/T,105081,22500,2015,,Auto Empire,220 W Division St,Arlington,TX,76000,P116215,Waco,TX,76708,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Pump-In Dealer,Independent,,McLennan
1FTEW1C56LKD42918,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,27492,37995,2020,,Hewitt Autoplex,847 N Hewitt Dr,Hewitt,TX,76643,P144830,Waco,TX,76708,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Independent,,McLennan
3C6UR5FJ4JG222730,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ram,2500,Laramie,34,54100,2018,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76708,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Franchise,,McLennan
KNADN4A33C6046620,Import,Car,4D,COMPACT,Kia,Rio,SX,121481,0,2012,,Huaco Motors,2220 Franklin Ave,Waco,TX,76701,P132480,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
JTHBJ46G682161906,Import,Car,4D,LUXURY,Lexus,ES 350,Base,EXEMPT,0,2008,,Huaco Motors,2220 Franklin Ave,Waco,TX,76701,P132480,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
1D7RV1GT5BS706764,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,ST,180144,13999,2011,,Big Rabbits Autos,4405 Bellmead Dr,Waco,TX,76705,P159567,Waco,TX,76708,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Local Dealer,Independent,,McLennan
WDBRF92H17F890124,Import,Car,4D,LUXURY,Mercedes-Benz,C-Class,C 280 Luxury 4MATIC,EXEMPT,3000,2007,,Unidentified Seller,,,,,,Waco,TX,76708,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FTNX20F9XEB13864,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-250 Super Duty,Lariat,EXEMPT,0,1999,Yes,Giles Motors,1915 Franklin Ave,Waco,TX,76701,P10715,Waco,TX,76708,Used,202201,TX,GILES MOTORS,,,,Gas,Local Dealer,Independent,,McLennan
1FMZU73W03ZA09605,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Explorer,XLT,EXEMPT,500,2003,,Giles Motors,1915 Franklin Ave,Waco,TX,76701,P10715,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
KNAFG528397222359,Import,Car,SW,LARGE,Kia,Rondo,LX,EXEMPT,1445,2009,,Rey Auto Sales,1504 New Dallas Hwy,Bellmead,TX,76705,P154657,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GCGC13U03F242833,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500HD,LS,EXEMPT,551,2003,,Rey Auto Sales,1504 New Dallas Hwy,Bellmead,TX,76705,P154657,Waco,TX,76708,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1FM5K7B82FGB42731,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,Base,97116,16995,2015,,Granger Auto Sales,104 E Ward Ave,Waco,TX,76706,P136667,Waco,TX,76708,Used,202201,TX,WESTERN FUNDING,,,,Gas,Local Dealer,Independent,,McLennan
5TFRV54148X063758,Import,Truck,PU,FULL-SIZED PICKUP,Toyota,Tundra,SR5,EXEMPT,7995,2008,,Massey Motors,2425 Franklin Ave,Waco,TX,76701,P44462,Waco,TX,76708,Used,202201,TX,,Y,,,Gas,Local Dealer,Independent,,McLennan
2C3KA43R66H211834,Domestic,Car,4D,LARGE,Chrysler,300,Base,EXEMPT,0,2006,,Koties Cars,2325 Franklin Ave,Waco,TX,76701,P111480,Waco,TX,76708,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
1GTR1MEC2HZ268103,Domestic,Truck,PU,FULL-SIZED PICKUP,GMC,Sierra 1500,SLE,151379,18000,2017,,JMJ Auto Group,5623 Orchard Lane,Waco,TX,76705,P162426,Waco,TX,76708,Used,202201,TX,JMJ WRECKING YARD & USED CARS,,,,Gas,Local Dealer,Independent,,McLennan
1GC4KZC8XFF568540,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Chevrolet,Silverado 3500HD,LT,53920,34000,2015,,Tracys Auto Sales,1700 S Valley Mills Dr,Waco,TX,76701,P49841,Lorena,TX,76655,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
JN1BJ1CP9JW102256,Import,Car,SW,SMALL SPORT UTILITY,Nissan,Rogue Sport,S,20601,25897,2018,,Bates Nissan,5501 E Central Texas Expy,Killeen,TX,76543,P25505,Waco,TX,76702,Used,202201,TX,,Y,,,Gas,Pump-In Dealer,Franchise,,McLennan
KMHFG4JG8GA525848,Import,Car,4D,LARGE,Hyundai,Azera,Base,63807,18990,2016,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Waco,TX,76711,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
JTEZU5JR3J5178930,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Toyota,4Runner,SR5,22386,39990,2018,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Waco,TX,76711,Used,202201,TX,USAA FEDERAL SAVINGS BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
1GT12UEG6HF162235,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,GMC,Sierra 2500HD,Denali,65161,49000,2017,,Five Star Ford of Dallas,8900 President George Bush Turnpike,Dallas,TX,75252,P154973,Waco,TX,76711,Used,202201,TX,FIRST CENTRAL CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
4S4BP67C066312361,Import,Car,CP,SUBCOMPACT,Subaru,Outback,2.5i Limited,EXEMPT,15487,2006,,Austin Infiniti Subaru,8140 Burnet Rd,Austin,TX,78752,P15920,Waco,TX,76711,Used,202201,TX,A PLUS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
JA4AP3AU6HZ034108,Import,Car,SW,SMALL SPORT UTILITY,Mitsubishi,Outlander Sport,ES,66613,15100,2017,,All American Chevrolet of Killeen,1802 E Cntrl Tx Exprwy,Killeen,TX,76543,P118411,Waco,TX,76711,Used,202201,TX,DRIVEWAY FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1N4AA6AP8HC370886,Import,Car,4D,MID-SIZED,Nissan,Maxima,3.5 S,96843,24895,2017,,Coast to Coast Motors,12006 Tx-249,Houston,TX,77086,P133205,Waco,TX,76711,Used,202201,TX,CTC FINANCIAL,,,,Gas,Pump-In Dealer,Independent,,McLennan
5FNRL6H91JB082912,Import,Car,VN,MINIVAN,Honda,Odyssey,Elite,36176,38234,2018,,Sewell Lexus of Fort Worth,5100 Bryant Irvin Rd,Fort Worth,TX,76132,P18020,Waco,TX,76711,Used,202201,TX,EDUCATIONAL EMPLOYEE CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5FNRL6H77KB002030,Import,Car,VN,MINIVAN,Honda,Odyssey,EX-L,25789,30940,2019,,Unidentified Seller,,,,,,Waco,TX,76711,Used,202201,TX,GENCO CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
ZACCJABB5JPH52884,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Renegade,Latitude,58709,25491,2018,,Mac Haik Dodge Chrysler Jeep Ram Temple,3207 S General Bruce Dr,Temple,TX,76504,P48426,Waco,TX,76711,Used,202201,TX,Ally Financial,,,,Gas,Pump-In Dealer,Franchise,,McLennan
